HRGM name	Genome name	GTDB Taxonomy	Member Count	Continents	Country	Study	Genome type	16S rRNA	Quality	Completeness (%)	Contamination (%)	N50 (bp)	Genome Length (bp)
HRGM_Genome_2053	GUT_GENOME140053	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus_A;s__Enterococcus_A avium	44	Europe;NA;Asia;North America	Austria;Denmark;NA;Italy;Sweden;Bangladesh;Singapore;China;Russia;United States	HGM;CIBIO;PATRIC/IMG;CGR;EBI	MAG;Isolate	Direct	HQ	99.31	4.24	81334	4465025
HRGM_Genome_2054	GUT_GENOME242764	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus_A;s__Enterococcus_A gilvus	4	Europe	Russia	CIBIO;HGM;EBI	MAG		HQ	96.61	3.62	15067	3507168
HRGM_Genome_2055	GUT_GENOME183802	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus_A;s__Enterococcus_A sp002140655	1	Europe	Russia	EBI	MAG		MQ	66.52	2.06	4394	2985142
HRGM_Genome_2056	KIJ_genome_2200	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella disiens	24	North America;Asia	Canada;South Korea;China;Bangladesh;United States	HGM;KIJ;CIBIO;CGR;EBI	MAG;Isolate	Indirect	HQ	98.31	0	56836	2285964
HRGM_Genome_2057	KIJ_genome_25933	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella timonensis	21	Europe;North America;Asia	Canada;South Korea;Italy;Israel;United States;United Kingdom	CIBIO;HGM;KIJ	MAG	Indirect	HQ	98.12	0.089	43312	2673310
HRGM_Genome_2058	GUT_GENOME243241	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella buccalis	4	Europe;North America	Sweden;Canada;Denmark	CIBIO;HGM;EBI	MAG		HQ	97.09	0.04	38937	2540681
HRGM_Genome_2059	GUT_GENOME027309	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__	30	Asia;North America	Canada;Bangladesh;China	CIBIO;HGM;EBI	MAG	Indirect	HQ	99.29	0	132575	2818339
HRGM_Genome_2060	KIJ_genome_18523	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Anaerotruncus;s__Anaerotruncus colihominis	37	NA;North America;Asia;Europe	Canada;South Korea;NA;China;Japan;United States;United Kingdom	HGM;HBC;KIJ;CIBIO;EBI;NCBI;CGR;PATRIC/IMG	MAG;Isolate	Indirect	HQ	97.98	0	269950	3194715
HRGM_Genome_2061	KIJ_genome_1545	d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Leptotrichiaceae;g__Sneathia;s__	2	Asia	South Korea;Israel	CIBIO;KIJ	MAG		HQ	100	0.374	145490	1528917
HRGM_Genome_2062	GUT_GENOME279935	d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Leptotrichiaceae;g__Sneathia;s__Sneathia amnii	4	Asia;North America	Canada;Israel	CIBIO	MAG		HQ	98.88	0	71863	1228854
HRGM_Genome_2063	GUT_GENOME231555	d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Leptotrichiaceae;g__Sneathia;s__Sneathia sanguinegens	5	North America	United States	HGM;EBI	MAG	Indirect	HQ	98.88	0.16	123240	1245505
HRGM_Genome_2064	KIJ_genome_13947	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium vaginale	4	North America;Asia	Canada;Japan;South Korea;Israel	CIBIO;KIJ	MAG		HQ	97.57	0.454	86619	1643524
HRGM_Genome_2065	KIJ_genome_25474	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium vaginale_E	3	North America;Asia	Canada;South Korea	CIBIO;KIJ	MAG		HQ	98.82	0.738	19481	1534352
HRGM_Genome_2066	KIJ_genome_876	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium lacrimalis	2	North America;Asia	Canada;South Korea	CIBIO;KIJ	MAG		MQ	84.7	1.856	3646	1240169
HRGM_Genome_2067	GUT_GENOME095712	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium vaginale_G	9	Europe;North America	Sweden;Canada;Italy	CIBIO;HGM	MAG	Direct	HQ	100	0.7	76496	1594520
HRGM_Genome_2068	GUT_GENOME189877	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium vaginale_F	1	North America	United States	EBI	MAG		MQ	87.6	2.88	22835	1471933
HRGM_Genome_2069	KIJ_genome_2053	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Marinifilaceae;g__Butyricimonas;s__Butyricimonas virosa	9	Asia	Japan;South Korea	KIJ	MAG		HQ	98.36	0.537	130085	3770495
HRGM_Genome_2070	GUT_GENOME001189	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Marinifilaceae;g__Butyricimonas;s__Butyricimonas virosa	302	Oceania;North America;Asia;Europe	Mongolia;Austria;South Korea;Denmark;France;Ireland;United Kingdom;Fiji;Canada;Spain;Israel;Italy;Sweden;Kazakhstan;Germany;China;Japan;United States	HGM;HBC;KIJ;CIBIO;CGR;EBI	MAG;Isolate	Direct	HQ	99.46	0	154683	4537596
HRGM_Genome_2071	KIJ_genome_8281	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Marinifilaceae;g__Butyricimonas;s__Butyricimonas synergistica_A	26	Asia	Japan;South Korea	KIJ	MAG		HQ	99.46	0.537	149719	4455488
HRGM_Genome_2072	GUT_GENOME101082	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Marinifilaceae;g__Butyricimonas;s__Butyricimonas sp900258545	51	Oceania;North America;Asia;Europe	South Korea;Denmark;Sweden;Australia;Kazakhstan;United Kingdom;Spain;China;Israel;United States	CIBIO;HGM;KIJ;EBI	MAG	Indirect	HQ	97.85	0.05	69557	4030245
HRGM_Genome_2073	KIJ_genome_1870	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Marinifilaceae;g__Butyricimonas;s__Butyricimonas synergistica_A	6	Asia	Japan;South Korea	KIJ	MAG		HQ	99.46	0	340568	4414733
HRGM_Genome_2074	GUT_GENOME001003	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Marinifilaceae;g__Butyricimonas;s__Butyricimonas sp002161485	232	Oceania;North America;Asia;Europe	Mongolia;South Korea;Denmark;Sweden;Australia;France;United Kingdom;Germany;Canada;Spain;China;Japan;Israel;United States	HGM;KIJ;CIBIO;CGR;EBI	MAG;Isolate	Direct	HQ	99.46	0	216847	5449445
HRGM_Genome_2075	KIJ_genome_19507	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Marinifilaceae;g__Butyricimonas;s__Butyricimonas virosa	1	Asia	Japan	KIJ	MAG		MQ	85.12	4.767	2785	4171870
HRGM_Genome_2076	GUT_GENOME000872	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Marinifilaceae;g__Butyricimonas;s__	10	Europe;North America;Asia	China;Sweden;Japan;Israel;United States	CIBIO;KIJ;CGR;EBI	MAG;Isolate	Direct	HQ	99.46	1.61	442879	5206690
HRGM_Genome_2077	GUT_GENOME216940	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Marinifilaceae;g__Butyricimonas;s__	1	North America	United States	HGM	MAG	Direct	HQ	95.68	0	23382	3833164
HRGM_Genome_2078	KIJ_genome_18032	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus thermophilus	505	Oceania;North America;Asia;Europe	Austria;South Korea;Slovakia;Denmark;Netherlands;Australia;France;Fiji;United Kingdom;Canada;Spain;Russia;Estonia;Israel;Italy;Sweden;Kazakhstan;Germany;China;Finland;Japan;United States	CIBIO;HGM;KIJ;EBI	MAG	Indirect	HQ	99.89	0.145	142819	1778764
HRGM_Genome_2079	GUT_GENOME076493	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus sp000187445	81	South America;North America;Asia;Europe	Mongolia;Denmark;Italy;Sweden;Peru;Estonia;Finland;Japan;United States	CIBIO;HGM;KIJ;EBI	MAG	Indirect	HQ	99.5	0.19	34655	2029735
HRGM_Genome_2080	GUT_GENOME140340	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus vestibularis	26	Europe;North America;Asia	Denmark;Sweden;United Kingdom;Canada;Singapore;China;Japan;United States	HGM;KIJ;CIBIO;CGR;EBI	MAG;Isolate	Direct	HQ	99.56	0.23	80370	1898011
HRGM_Genome_2081	GUT_GENOME000571	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus salivarius	789	South America;Africa;Oceania;North America;Asia;Europe	Mongolia;Austria;South Korea;Slovakia;Denmark;Netherlands;Bangladesh;France;Fiji;United Kingdom;Peru;Canada;Singapore;Spain;Estonia;Israel;Italy;Sweden;Kazakhstan;Germany;Madagascar;El Salvador;China;Finland;Japan;United States	HGM;HBC;KIJ;CIBIO;CGR;EBI	MAG;Isolate	Direct	HQ	99.84	0.25	222177	2252077
HRGM_Genome_2082	GUT_GENOME148088	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus sp001556435	1	Asia	China	CIBIO	MAG		MQ	84.5	2.01	7578	1590794
HRGM_Genome_2083	GUT_GENOME017828	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus vestibularis	4	Europe;Africa	Sweden;Madagascar	CIBIO	MAG	Direct	HQ	99.65	0.15	161550	1956603
HRGM_Genome_2084	GUT_GENOME255999	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Clostridium_M;s__	14	Europe;Asia	Mongolia;South Korea;Denmark;Sweden;United Kingdom;Germany;China;Finland	CIBIO;HGM;KIJ;EBI	MAG		HQ	99.37	0	79361	3298790
HRGM_Genome_2085	GUT_GENOME000725	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Hungatella;s__Hungatella hathewayi	62	Oceania;North America;Asia;Europe	Mongolia;Austria;South Korea;Denmark;Netherlands;France;United Kingdom;Fiji;Canada;Spain;Estonia;Israel;Sweden;Germany;China;Japan;United States	HGM;HBC;KIJ;CIBIO;PATRIC/IMG;CGR;EBI	MAG;Isolate	Direct	HQ	99.37	0.32	161269	7470188
HRGM_Genome_2086	GUT_GENOME000133	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Hungatella;s__Hungatella effluvii	167	Oceania;NA;Asia;North America;Europe	Mongolia;South Korea;Denmark;France;United Kingdom;Fiji;Canada;Spain;Singapore;Russia;Estonia;NA;Sweden;Germany;China;Finland;Japan;United States	HGM;HBC;KIJ;CIBIO;PATRIC/IMG;CGR;EBI	MAG;Isolate	Direct	HQ	99.37	1.58	310095	6979496
HRGM_Genome_2087	KIJ_genome_11810	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes_A;s__Alistipes_A sp900240235	164	Europe;North America;Asia	Mongolia;Austria;South Korea;Denmark;Netherlands;Italy;Sweden;United Kingdom;Kazakhstan;Canada;Spain;China;Japan;Israel;United States	HGM;KIJ;CIBIO;PATRIC/IMG;CGR;EBI	MAG;Isolate	Indirect	HQ	100	0	394680	3037941
HRGM_Genome_2088	GUT_GENOME239663	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruthenibacterium;s__Ruthenibacterium lactatiformans	751	South America;Oceania;NA;Asia;North America;Europe	Mongolia;Austria;South Korea;Denmark;Netherlands;France;India;Fiji;United Kingdom;Peru;Canada;Spain;Russia;Estonia;Israel;NA;Italy;Sweden;Kazakhstan;Germany;China;Finland;Japan;United States	NCBI;HGM;KIJ;CIBIO;PATRIC/IMG;CGR;EBI	MAG;Isolate	Direct	HQ	98.64	0	129393	3962601
HRGM_Genome_2089	KIJ_genome_21460	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter_B;s__	1	Asia	South Korea	KIJ	MAG		HQ	97.83	0.553	582804	2186121
HRGM_Genome_2090	KIJ_genome_19333	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter_B;s__	1	Asia	Japan	KIJ	MAG	Direct	MQ	59.83	0.754	1938	1277272
HRGM_Genome_2091	GUT_GENOME242646	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter_B;s__	5	Europe	Finland	CIBIO;HGM;EBI	MAG		HQ	97.96	0	87129	2118266
HRGM_Genome_2092	GUT_GENOME078496	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter_B;s__	1	Europe	Sweden	HGM	MAG		MQ	63.52	2.33	1872	1324289
HRGM_Genome_2093	GUT_GENOME239673	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eisenbergiella;s__Eisenbergiella massiliensis	93	Oceania;NA;Asia;North America;Europe	Austria;South Korea;Denmark;NA;Sweden;France;United Kingdom;Fiji;Canada;Spain;China;Finland;Japan;United States	HGM;HBC;KIJ;CIBIO;EBI;NCBI;CGR;PATRIC/IMG	MAG;Isolate	Direct	HQ	98.28	1.15	240808	6692195
HRGM_Genome_2094	GUT_GENOME243002	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Tissierellales;f__Peptoniphilaceae;g__Peptoniphilus_A;s__Peptoniphilus_A lacrimalis	13	North America;Asia	Canada;South Korea	CIBIO;KIJ	MAG		HQ	99.3	0	49127	1599854
HRGM_Genome_2095	GUT_GENOME244253	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Tissierellales;f__Peptoniphilaceae;g__Peptoniphilus_A;s__	1	North America	Canada	CIBIO	MAG		MQ	89.51	0	54276	1473989
HRGM_Genome_2096	GUT_GENOME098331	d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Dialisteraceae;g__Dialister_A;s__Dialister_A pneumosintes	27	Europe;North America;Asia	Canada;Spain;South Korea;China;Japan;United States	CIBIO;HGM;KIJ;EBI	MAG		HQ	96.11	0	199008	1269637
HRGM_Genome_2097	GUT_GENOME003569	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Peptostreptococcaceae;g__Peptostreptococcus;s__Peptostreptococcus anaerobius	40	Europe;North America;Asia	South Korea;Denmark;Sweden;France;Canada;Spain;China;Japan;United States	CIBIO;HGM;KIJ;EBI	MAG	Direct	HQ	100	0	78878	1868390
HRGM_Genome_2098	GUT_GENOME188398	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Oscillibacter;s__Oscillibacter ruminantium	3	North America;Asia	South Korea;United States	KIJ;EBI	MAG	Direct	MQ	86.38	1.34	9191	2326356
HRGM_Genome_2099	KIJ_genome_23311	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Oscillibacter;s__	1	Asia	South Korea	KIJ	MAG		MQ	87.53	0.805	33484	2030257
HRGM_Genome_2100	KIJ_genome_2882	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__UBA1390;g__;s__	1	Asia	South Korea	KIJ	MAG		MQ	71.17	1.957	10271	2785684
HRGM_Genome_2101	KIJ_genome_21155	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__UBA1390;g__;s__	1	Asia	South Korea	KIJ	MAG		MQ	80.21	2.908	5311	3735619
HRGM_Genome_2102	GUT_GENOME213666	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__;g__;s__	2	North America	United States	CIBIO;HGM	MAG		HQ	94.63	3.58	17504	5745180
HRGM_Genome_2103	GUT_GENOME166385	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__4C28d-15;f__CAG-727;g__;s__	22	Europe;North America;Asia	Sweden;South Korea;United States;United Kingdom	CIBIO;HGM;KIJ;EBI	MAG	Direct	HQ	94.48	0.81	14367	1970017
HRGM_Genome_2104	GUT_GENOME062382	d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Dialisteraceae;g__Dialister;s__	37	Europe;North America;Asia	South Korea;Denmark;Sweden;Bangladesh;Canada;Spain;Estonia;Finland;United States	CIBIO;HGM;KIJ;EBI	MAG	Indirect	HQ	95.48	0	129147	1548184
HRGM_Genome_2105	GUT_GENOME169909	d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Dialisteraceae;g__Dialister;s__	17	North America	Canada;United States	CIBIO;EBI	MAG	Indirect	MQ	89.15	0.63	88570	1488827
HRGM_Genome_2106	KIJ_genome_20864	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__	1	Asia	South Korea	KIJ	MAG		HQ	98.55	0.881	253176	2588597
HRGM_Genome_2107	GUT_GENOME009480	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__	57	Oceania;North America;Asia;Europe	South Korea;Denmark;Italy;Sweden;France;Kazakhstan;United Kingdom;Fiji;Spain;Canada;China;Japan;Israel;United States	CIBIO;HGM;KIJ;EBI	MAG	Indirect	HQ	99.04	0.96	148398	2648727
HRGM_Genome_2108	GUT_GENOME251543	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__	1	Europe	United Kingdom	CIBIO	MAG		MQ	74.14	0	35525	2150232
HRGM_Genome_2109	GUT_GENOME172958	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Faecalicatena;s__	5	Europe;North America;Asia	Sweden;South Korea;United States	CIBIO;HGM;KIJ;EBI	MAG		HQ	99.06	0.73	73267	3567810
HRGM_Genome_2110	GUT_GENOME262636	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__ER4;s__	22	South America;Oceania;North America;Asia;Europe	Austria;South Korea;Netherlands;Fiji;Peru;Spain;Canada;China;United States	CIBIO;HGM;KIJ;EBI	MAG	Indirect	HQ	97.32	0	64354	1949954
HRGM_Genome_2111	KIJ_genome_5470	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__ER4;s__ER4 sp900317525	57	Asia	Japan;South Korea;India	KIJ	MAG		HQ	96.33	0	98502	2173522
HRGM_Genome_2112	GUT_GENOME277087	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__ER4;s__	12	Europe;North America;Asia	Mongolia;Spain;South Korea;Israel;United States	CIBIO;KIJ;EBI	MAG	Indirect	HQ	98.66	0	71773	1836342
HRGM_Genome_2113	KIJ_genome_15903	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__ER4;s__ER4 sp000765235	2287	Africa;Oceania;NA;North America;South America;Asia;Europe	Mongolia;Austria;South Korea;Denmark;Netherlands;Australia;France;India;Ireland;Fiji;Peru;Canada;United Kingdom;Spain;Russia;Estonia;Israel;NA;Italy;Sweden;Kazakhstan;Germany;Madagascar;China;Finland;Japan;United Republic of Tanzania;United States	HGM;KIJ;CIBIO;PATRIC/IMG;CGR;EBI	MAG;Isolate	Indirect	HQ	98.65	0	130319	2344661
HRGM_Genome_2114	GUT_GENOME258268	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__ER4;s__ER4 sp003522105	128	South America;Africa;Oceania;North America;Asia;Europe	Mongolia;Austria;South Korea;Denmark;Netherlands;France;United Kingdom;Fiji;Peru;Spain;Canada;Israel;Sweden;Kazakhstan;Madagascar;Germany;China;Japan;United States	CIBIO;HGM;KIJ;EBI	MAG	Indirect	HQ	97.82	0	73138	1950565
HRGM_Genome_2115	KIJ_genome_14678	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__ER4;s__ER4 sp000765235	8	Asia	Japan;South Korea	KIJ	MAG		HQ	97.98	0	117919	2756769
HRGM_Genome_2116	GUT_GENOME129051	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__ER4;s__	2	Asia	Mongolia;China	CIBIO;HGM	MAG		MQ	87.64	2.24	10328	1609954
HRGM_Genome_2117	GUT_GENOME159035	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__ER4;s__ER4 sp900317525	523	South America;Africa;Oceania;North America;Asia;Europe	Mongolia;Austria;Denmark;Netherlands;Australia;France;Fiji;United Kingdom;Peru;Canada;Spain;Russia;Estonia;Israel;Italy;Sweden;Kazakhstan;Germany;Madagascar;China;Finland;United Republic of Tanzania;United States	CIBIO;HGM;EBI	MAG	Indirect	HQ	97.99	0	69537	2198693
HRGM_Genome_2118	GUT_GENOME259561	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__ER4;s__	1	Europe	United Kingdom	CIBIO	MAG	Direct	MQ	84.27	3.14	16623	2111575
HRGM_Genome_2119	GUT_GENOME277265	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__ER4;s__	3	Europe;Asia	Israel;Denmark;Germany	CIBIO;EBI	MAG		HQ	96.98	0	18616	2119939
HRGM_Genome_2120	GUT_GENOME026837	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__ER4;s__	6	Europe;Oceania;Asia	Denmark;Netherlands;Fiji;Kazakhstan	CIBIO;HGM	MAG		HQ	93.29	0	115716	1854497
HRGM_Genome_2121	GUT_GENOME044136	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__ER4;s__	1	Europe	Denmark	EBI	MAG		MQ	87.9	2.85	43080	1735632
HRGM_Genome_2122	GUT_GENOME172433	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__ER4;s__	1	Africa	United Republic of Tanzania	EBI	MAG		MQ	82.26	4.81	5602	1665260
HRGM_Genome_2123	GUT_GENOME257123	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__UBA1777;s__	190	Africa;Oceania;North America;Asia;Europe	Mongolia;Austria;South Korea;Denmark;Netherlands;France;United Kingdom;Fiji;Canada;Spain;Israel;Italy;Sweden;Kazakhstan;Madagascar;Germany;China;Japan;United States	CIBIO;HGM;KIJ;EBI	MAG	Indirect	MQ	89.26	0	82473	2231364
HRGM_Genome_2124	GUT_GENOME255258	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__UBA1777;s__UBA1777 sp003150355	86	South America;Oceania;North America;Asia;Europe	Mongolia;Austria;South Korea;Denmark;Sweden;Kazakhstan;United Kingdom;Peru;Fiji;Germany;China;Japan;Israel;United States	CIBIO;HGM;KIJ;EBI	MAG	Indirect	HQ	91.01	0	67379	2260931
HRGM_Genome_2125	KIJ_genome_2698	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__UBA1777;s__	6	Europe;North America;Asia	Sweden;Canada;South Korea;United Kingdom	CIBIO;KIJ	MAG		MQ	89.93	0	157319	2544728
HRGM_Genome_2126	GUT_GENOME170498	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__UBA1777;s__	4	South America;Asia	Peru;South Korea	CIBIO;HGM;KIJ;EBI	MAG		MQ	88.5	0	60675	2307981
HRGM_Genome_2127	GUT_GENOME244777	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__UBA1777;s__	5	Europe;North America;Asia	South Korea;Denmark;Israel;United States;United Kingdom	CIBIO;KIJ;EBI	MAG		MQ	88.59	0.22	33041	2022533
HRGM_Genome_2128	GUT_GENOME127116	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__UBA1777;s__	1	Asia	Mongolia	CIBIO	MAG		MQ	83.07	2.68	9470	1729311
HRGM_Genome_2129	GUT_GENOME255273	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__UBA1777;s__	1	Europe	United Kingdom	CIBIO	MAG		MQ	87.25	2.01	63671	2126050
HRGM_Genome_2130	GUT_GENOME091228	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__UBA1777;s__	23	South America;Europe;Asia;North America	Mongolia;Austria;Denmark;Kazakhstan;United Kingdom;Peru;Spain;Germany;China;Israel;United States	CIBIO;HGM;EBI	MAG		MQ	89.26	0	20865	2283296
HRGM_Genome_2131	GUT_GENOME082811	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Duodenibacillus;s__	6	Europe;Asia	Spain;South Korea;Denmark;China;Kazakhstan	CIBIO;HGM;KIJ;EBI	MAG		HQ	94.88	0.75	39163	2010666
HRGM_Genome_2132	KIJ_genome_24142	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Duodenibacillus;s__	2	Asia	Japan	KIJ	MAG		HQ	98.75	1.25	75090	2578130
HRGM_Genome_2133	GUT_GENOME246915	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Duodenibacillus;s__	1	North America	United States	CIBIO	MAG		HQ	93.8	1.28	12387	2184827
HRGM_Genome_2134	KIJ_genome_9361	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__;s__	12	Europe;Asia	Spain;South Korea;China;Kazakhstan;United Kingdom	CIBIO;HGM;KIJ	MAG	Indirect	HQ	97.98	0	170845	2895486
HRGM_Genome_2135	KIJ_genome_27019	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__;s__	4	Asia	South Korea;China;Israel	CIBIO;KIJ	MAG	Indirect	HQ	95.63	1.006	31722	2606449
